,User_Id,Post_Description,likes,comments,labels,eng_score,engagement_score
293,Photo by @stephenwilkes. ," The simplicity and energy radiated by nature is a feeling I always try to capture.  This majestic bald eagle was a lucky find while scouting for my newest Day to Night.To see more photos from my travels near and far, visit me @stephenwilkes.#DayToNight #StephenWilkes #BaldEagle #BellaCoola #Canada",650095,1858,"['bird', 'eagle', 'bird of prey', 'beak', 'bald eagle', 'fauna', 'accipitriformes', 'wildlife', 'tree']",0.17950124436552425,High
294,Photo by @andreabruce ," Using an old large format camera called a Pacemaker Speed Graphic, I shot ""portraits"" of toilets around the world for last year's National Geographic article on sanitation and open defecation. Here, a working outhouse in Haiti stands in the mountains outside Port-au-Prince. Today open defecation is on the decline worldwide, but nearly 950 million people still routinely practice it. #haiti #sanitation #toilets @noorimages",331346,1380,"['rural area', 'shack', 'wood', 'outdoor structure', 'outhouse', 'hut', 'house', 'tree', 'land lot', 'forest']",0.09397299989328485,High
295,Photo by @argonautphoto (Aaron Huey) ," Grand Canyon Day 5: A hiker at the overlook below the Ancestral Puebloan granaries at Nankoweap Creek, Mile 52.  To see more images and follow this journey down the GrandCanyon follow @argonautphoto. #GrandCanyon",616076,1250,"['wilderness', 'canyon', 'national park', 'wadi', 'mountain', 'narrows', 'geological phenomenon', 'rock', 'geology', 'terrain']",0.16717877479361687,High
296,Photo by @amivitale ," In 2014, I witnessed a group of Samburu warriors encounter a rhino for the first time in their lives at Lewa Wildlife Conservancy (@lewa_wildlife). Only their grandfathers saw rhinos in the wild and these young men had never even seen a photo of one. Based on stories and their own imaginations, they expected the young rhinos to be as big as elephants, as dangerous as lions and for their horns to be flexible, like an elephant's trunk.Much-needed attention has been focused on the plight of wildlife, but very little has been said about the indigenous communities on the frontlines of the poaching wars. The Nature Conservancy in Africa (@nature_africa), the Northern Rangelands Trust (@nrt_kenya) and Lewa are doing incredible work to strengthen these communities, who hold the key to saving Africa's great animals. Together we can work to save them - visit and support the communities that protect them.Follow @amivitale @lewa_wildlife @nrt_kenya & @nature_org to learn about the incredible work being done to protect and preserve these ancient creatures  @kenyawildlifeservice @thephotosociety @natgeo @nature_africa #WorthMoreAlive #protectrhinos #DontLetThemDisappear #rhinos #saverhinos #stoppoaching #kenya #northernkenya #magicalkenya #africa #everydayafrica #worldrhinoday #photojournalism #amivitale",462136,1408,"['mammal', 'vertebrate', 'plant', 'grass', 'tribe', 'tree', 'hand', 'soil', 'finger', 'wildlife']",0.12810293616140148,High
297,Photo by @simonnorfolkstudio ," Territorially part of Yemen,  Socotra (Arabic: Â¯_Ã´ÂÃ´Ã¢Ã´ÂÂ¯Ã¡Ã´ÃÂ¯Â±Ã´_Ã´Ã¤ÂÃ_ SuquÂ__ra), is an archipelago of four islands located in the Arabian Sea. As a consequence of its isolation, the island is home to a high number of endemic species; up to a third of its plant life is endemic. It has been described as ""the most alien-looking place on EarthÂÃÂ. The Dragon Blood tree (Dracaena cinnabari) has a unique and strange appearance, with an ""upturned, densely packed crown"". This evergreen species is named after its dark red resin, which is known as ""dragon's blood"". The trees have long been harvested for their resin, highly prized in the ancient world and still used today. Socotrans use it ornamentally as well as for dying wool, as a glue, and a breath freshener. Because of the belief that it is the blood of the dragon it is also used in ritual magic and alchemy. Human activities have greatly reduced the tree's population through overgrazing, and feeding the flowers and fruits to livestock. One of the species' greatest threats is the gradual dessication of the archipelago.Follow @simonnorfolkstudio  for updates, outtakes, unpublished and archive material.@natgeo @simonnorfolkstudio #Socotra #landscape #soqotra #documentaryphotography #simonnorfolkstudio #simonnorfolk #documentary #reportage #Yemen #arabiansea #photojournalism #journalism #arabianpeninsular #arabia #endemic #threatenedspecies #endangeredspecies #simonnorfolkstudio #simonnorfolk #worldheritage #DragonBloodTree #desert #iucn #diksumplateau #diksum",480700,1094,"['nature', 'tree', 'woody plant', 'sky', 'vegetation', 'plant', 'landscape', 'morning', 'mountain', 'sunlight']",0.1311236571366572,High
298,Photo by @stevewinterphoto ," If you are in San Antonio this Sunday please come to the Tobin Center for the Performing Arts at 4PM for my Nat Geo LIVE presentation ÂÃÃOn the Trail of Big Cats""Here is a mom and her cubs in the @africanparksnetwork @Zakouma_National_Park. Just 100 years ago there may have been as many as 500,000 lions which roamed the African continent but today there it is estimated that as few as 16,000 - 30,000 remain, and research by lion biologist Hans Bauer and colleagues suggests lions in much of west, east and central Africa will decline by 50% in the next two decades if something dramatic is not done! The biggest threats facing lions in Africa are poaching of their prey and retaliatory killings by farmers when lions eat their cattle! There is also an emerging threat of lions being used in Chinese medicine as tigers become rarer.  @wildaid ""When the buying stops the killing can tooÂÃÂPoisonings and poaching are the main threats to lions across their East African range. Most lion populations in East, Central and West Africa are declining so the time to act is now. There are fewer than 20,000 lions left in Africa, down from 200,000 just 100 years ago - and their long-term future remains in question: they are threatened by habitat loss and fragmentation, lack of prey, unsustainable hunting and now poaching for their skins, bones, claws and other body parts. But projects like these show how with determination, political will, community support, and simply envisioning a better future, we can bring this species back as well as protect our last wild landscapes, benefiting both wildlife and people, and creating a better existence for all. To learn more about this project and other inspiring conservation stories from across Africa, please follow @AfricanParksNetwork#follow me @stevewinterphoto to see more images from my work with @natgeo and Thanks!! @stevewinterphoto @natgeo @natgeochannel @natgeowild @thephotosociety @africanparksnetwork  #lion  #lionstrong #livingwithlions  #bigcatsforlife #startwith1thing",701289,1653,"['wildlife', 'lion', 'mammal', 'terrestrial animal', 'fauna', 'masai lion', 'big cats', 'zoo', 'organism', 'cat like mammal']",0.19162189220268994,High
299,Photo by @FransLanting ," When crocodiles grow up, they increase in length, but as they age, they bulk out in width. By that measure, this massive croc qualifies as a double wide. He was huge, yet still in the prime of his life as you can tell from his teeth. But his gape was not a threat aimed me. He had opened his mouth to regulate his body temperature. Nonetheless, a scary face to look at. Follow me @FransLanting and @ChristineEckstrom to see how a baby crocodile starts its life, as it emerges from an egg.@thephotosoiciety #Okavango #Crocodile #Wildlife #Wildlifephotography #Scary",814690,3930,"['crocodilia', 'crocodile', 'american alligator', 'nile crocodile', 'reptile', 'alligator', 'fauna', 'terrestrial animal', 'organism', 'snout']",0.23413358820379135,High
300,Photo by Katie Orlinsky @katieorlinsky ," An ordinary evening at Hey Moose sled dog Kennel @heymoosekennel in Healy, Alaska. It's rare my home state New York and my adopted state Alaska have similar weather, or similar anything, but right now we are both experiencing a beautiful and mild Autumn season. Let's enjoy it while it lasts, because winter is coming!",714751,2572,"['aurora', 'nature', 'sky', 'atmosphere', 'night', 'tree', 'winter', 'snow', 'darkness', 'landscape']",0.2003888049340186,High
301,Photo by @salvarezphoto , The Ora River forms a massive waterfall as it pours from a cave entrance more than 50 meters up the side of the Nakanai Plateau In Papua New Guinea's remote island of New Britain. This image is from a National Geographic sponsored expedition to explore the huge caves on the island of New Britain. 21st century exploration often means climbing up and into places like this.  Follow my feed @salvarezphoto for more. #cave,425452,887,"['waterfall', 'nature', 'nature reserve', 'body of water', 'water resources', 'vegetation', 'watercourse', 'water', 'water feature', 'chute']",0.1155872496221501,High
302,Photo by @joelsartore ," This is a one-week-old little grebe chick that was brought to @hessilheadwildliferescue after being found alone on a pond in Rouken Glen Park, Glasgow. In its short stay, this little chick has proven to be quite independent, feeding well on mealworms, waxworms, and strips of fish. This species is the smallest member of the grebe family and not designed well for moving about on land. Its huge feet, good for propulsion in water, trip up the youngster when it tries to walk. Special thanks to @greenteenteam. #PhotoArk",423794,1725,"['fauna', 'beak', 'bird', 'duck', 'water bird', 'ducks geese and swans', 'waterfowl']",0.11996259099903045,High
303,Photo by @jasperdoest ," The uninhabited island of #Rottumeroog rises above the sand dunes that have formed on the West side of the island due to prevailing East wind during the winter months. The island, which belongs to the West-Frisian Islands in the Northern part of The Netherlands, is one of the few true protected wilderness area's within our country and of international importance for migratory birds.Fluid, thatÂÃÂªs how Aart Aarsbergen @aart_natgeo (former Editor-in-Chief of the Dutch edition of National Geographic Magazine poetically described Rottumeroog; a place continuously shaped by the elements. I still remember the phone call after my first visit to this island in the Wadden Sea. I told Aart I truly loved the place, after which he asked me what was there to see. ÂÃÃ·ÂÃÃNothingÂÃÂ, I replied. Which as a magazine editor made him a little nervous.Aart, last week you officially retired after 17 years @natgeonl. IÂÃÂªm extremely grateful for the chances, faith, confidence and freedom you gave me over the past years, which allowed me to grow into the photographer I am today. I wish you all the best and I sincerely hope our paths will keep crossing in the future. Perhaps not professionally (as IÂÃÂªm not thinking about retirement any time soon) but IÂÃÂªll be on the lookout for a cyclist making fun of my non-Italian bicycle ;-). For more work from The Netherlands and other places around the globe #followme @jasperdoest#staatsbosbeheer #waddenzee #waddensea #wilderness #worldheritage",301213,887,"['sky', 'singing sand', 'cloud', 'erg', 'sand', 'dune', 'aeolian landform', 'landscape', 'ecoregion', 'horizon']",0.08331934909140326,Low
304,Photo by @pedromcbride ," Sublime Soaring ÂÃÃ the Albatross does not only boast the greatest wingspan of any bird in the world (up to 11 feet), it is also one of the best flyers using ocean winds to stay afloat for thousands of miles and days on end.  Sadly, these giants of the air are threatened ÂÃÃ initially for their feathers, but now by plastic which inevitably ends up in the oceans and looks like albatross's favorite food, squid.  This beauty followed me years ago as we sailed toward Antarctica while getting blasted by wind and waves of the Drake Passage. This gentle giant soared past us as if the stormy seas and angry winds were just ripples. To see more, follow @pedromcbride. #albatross #flight #birds#gratitude",268174,647,"['bird', 'seabird', 'albatross', 'water', 'sea', 'wave', 'ocean', 'fauna', 'beak', 'wind wave']",0.07336190456301465,Low
305,Photo by @davidalanharvey ," IÂÃÂªm constantly shooting where I live. Obsessed to do so in general and now working on a new environmentally oriented book on the Outer Banks. This summer cottage was originally built on land, and is now precariously out over Pamlico Sound simply because of storm erosion. This is geologically natural and these barrier islands of sand are always moving. All houses in the Outer Banks, NC are in danger from hurricanes, northeaster storms, and rising water levels.",212900,468,"['sky', 'water', 'sea', 'house', 'ocean', 'home', 'wood', 'evening', 'cloud', 'building']",0.0579793253647719,Low
306,Photo by @simonnorfolkstudio ," I was fortunate to travel to Socotra not just once, but twice. Here photographed, the astonishing white sand beach at Detwah Lagoon near Qalansia (Qalansiyah) ... Territorially part of Yemen,  Socotra (Arabic: Â¯_Ã´ÂÃ´Ã¢Ã´ÂÂ¯Ã¡Ã´ÃÂ¯Â±Ã´_Ã´Ã¤ÂÃ_ SuquÂ__ra), is an archipelago of four islands located in the Arabian Sea. The largest island, also known as Socotra, lies about 240km (150mi) east of the Horn of Africa and 380km (240mi) south of the Arabian Peninsula. As a consequence of its isolation, the island is home to a high number of endemic species ÂÃÃ up to a third of its plant life is endemic. It has been described as ""the most alien-looking place on EarthÂÃÂ. In the 1990s, a team of United Nations biologists conducted a survey of the archipelagoÂÃÂªs flora and fauna and counted nearly 700 species found nowhere else on earth; only New Zealand, Hawaii, New Caledonia, and the GalÃÃpagos Islands have more impressive numbers.Follow  @simonnorfolkstudio for updates, outtakes, unpublished and archive material.@simonnorfolkstudio @natgeo  #Socotra #landscape #soqotra #documentaryphotography #simonnorfolkstudio #simonnorfolk words: @tribaleye #documentary #reportage #Yemen #arabiansea #photojournalism #journalism #arabianpeninsular #arabia  #simonnorfolkstudio #simonnorfolk #worldheritage #beach #surf",510345,1298,"['sea', 'coastal and oceanic landforms', 'body of water', 'ocean', 'shore', 'sky', 'horizon', 'coast', 'wave', 'water']",0.13999313554997384,High
307,Photo by @renan_ozturk , Ode to a @stevemccurryofficial photo classic during our @natgeo #MyanmarClimb expedition. #everythingisaremix,646310,1602,"['historic site', 'wall', 'ancient history', 'history', 'archaeological site', 'temple', 'temple', 'sky', 'building', 'ruins']",0.1770500169652891,High
308,Photo by Michael Yamashita @yamashitaphoto ," A rainbow of vegetation and the blue waters of Lake Manasarovar show that not all of Tibetan landscape is colorless. This lake is sacred to four religions: Buddhism, Hinduism, Jainism, and Bon. Pilgrims from all over Tibet, India, Nepal, and neighboring countries travel to worship and circumambulate around the lake. Only the most devoted and brave pilgrims will enter the frigid waters believing it will remove spiritual and physical discomfort, therefore helping to maintain the pristine condition of this crystal clear lake.  #Manasarovar #tibettravel #Tibet",487267,1261,"['nature', 'ecosystem', 'highland', 'grassland', 'tundra', 'wilderness', 'sky', 'mountain', 'cloud', 'plain']",0.1337870191775867,High
309,Photo by @tasneemalsultan ," A woman sits at a local market in Riyadh, Saudi Arabia.",230202,677,"['bazaar', 'public space', 'marketplace', 'market', 'shopkeeper', 'city']",0.0636717006349999,Low
310,Photo by @mmuheisen (Muhammed Muheisen) ," ÂÃÃWe wish to go back to school, we had to leave our home in Syria after it was destroyed in an airstrike, still can remember the sound of the fighter jets in the sky, it was so scary"". Nour and Manar, 12-year-old Syrian refugee twins from Deir ez-Zor, whom I portrayed last September 2018 in a camp northwest of the Greek capital where they and their family are living. For more photos and videos of the refugee crisis follow me @mmuheisen and @everydayrefugees #everydayrefugees #muhammedmuheisen",197830,719,"['girl', 'fun']",0.05550477387621972,Low
311,Photos by @brentstirton ," In the October 2018 issue of @NationalGeographicMagazine myself and writer Peter Gwin examine the current state of #Falconry, with an emphasis on the Arab world. The Arabs have contributed a great deal to the recovery of falcons since the time of the Silent Spring. They have sponsored nesting sites in Mongolia to protect falcons on the steppes, they intensively breed prey species for hunting to minimize impact in host countries and their passion for the sport has led the creation of a new class of captive bred ÂÃÃsuper-birdsÂÃÂ that have come to replace much of the illegally trafficked falcon trade from the wild. The falcon hospitals of the UAE are something to behold as are the relationships between certain falconers and their birds, far surpassing notions of what is possible between man and raptor. Peter and I spent time with the influential master falconer Sheik Butti al Maktoum in the UAE and his breeding maestro Howard Waller. They represent a perfect example of how the natural world can unite people in a common mission despite huge cultural differences. I see great potential for better understanding between Islam and the West through the lens of conservation, a higher value system that should unite us in this time of divisiveness. In this story we also examine the deadly effects of electricity pylons and the way they kill millions of raptors every year. In an image seen here, over 300 precious Saker falcons lie dead, a tiny sampling collected over one year from a 55 kilometer stretch of powerline in Mongolia. Millions of raptors are killed in this manner every year. It only requires a small design tweak to prevent this from happening and all future designs could and should include this. #natgeo #falcons #conservation #UnitedArabEmirates #Falconry",239569,776,"['soil', 'waste', 'plant', 'grass', 'pollution']",0.06667230821906323,Low
312,Photos by @JoelSartore and Carl Akeley ," With his project the National Geographic Photo Ark, Joel Sartore is using the power of photography to inspire people to help save species at risk before itÂÃÂªs too late. With this adorable portrait of a Malayan tapir born six days earlier at the Minnesota Zoo, Sartore highlights the fact that there are less than 2500 of them left in existence, and hopefully inspires people into action. In contrast, Carl Akeley, born a century earlier, spent much of his life hunting rare creatures. Towards the end of AkeleyÂÃÂªs life, he ultimately converted into an outspoken conservationist, and helped to establish the first wildlife sanctuary in Africa in 1925. Two photographers separated not only by a century, but also by philosophies, in the end embraced the same goal: protect wildlife. To see more pairs from the @natgeoimagecollection flash sale of art prints FROM THE ARCHIVES: THEN AND NOW, visit ngic.photos/NGFlashSale.",595693,3291,"['fauna', 'terrestrial animal', 'wildlife', 'snout', 'organism', 'fur', 'carnivoran']",0.1735900311047086,High
313,Photo by @jimmy_chin ," @alexhonnold finding some breathing room on the Traverse Pitch, Freerider Route. The whole @FreeSoloFilm team is incredibly grateful to everyone who came out to a screening last week and helped the film hit a record-breaking opening weekend. #FreeSolo continues with a wider national theatrical release in NY, LA, San Diego, Denver, Boulder, Boston, DC, Minneapolis, Phoenix and Dallas with more cities and international screenings to follow. We're just getting started! Stay tuned at www.freesolofilm.com. Directed by @mochinyc and @jimmy_chin. Shot on assignment for @natgeo. To see more images from #freesolo, follow @jimmy_chin",352901,1857,"['climbing', 'rock climbing', 'sport climbing', 'adventure', 'rock', 'formation', 'geology', 'geological phenomenon', 'free climbing', 'rock climbing equipment']",0.10230697407917182,High
314,Photo by @mmuheisen (Muhammed Muheisen) ," Arin, an 8-year-old Syrian refugee girl, walks back to her family's tent in a camp north of the Greek capital last August 2018. For more photos and videos of the refugee crisis follow me @mmuheisen and @everydayrefugees #everydayrefugees #muhammedmuheisen",164032,374,"['sky', 'cloud', 'tent', 'structure', 'ecoregion', 'roof', 'landscape']",0.044748019207730555,Low
315,Photo by @stephenwilkes ," Hungry grizzlies enjoying a freshly-caught snack while we scouted for our newest Day to Night. To see more photos from my travels near and far, visit me @stephenwilkes.#DayToNight #StephenWilkes #BellaCoola #Canada #Grizzly",533839,2406,"['grizzly bear', 'mammal', 'brown bear', 'bear', 'american black bear', 'fauna', 'nature reserve', 'terrestrial animal', 'wildlife', 'carnivoran']",0.15244952629474479,High
316,Photo by George Steinmetz @geosteinmetz ," Private hunting reserve of Mohammed bin Zayed Al Nahyan, crown prince of Abu Dhabi.  Constructed in the Jordanian desert with his and hers helipads, it is rarely used by the prince, and I was told by his local staff that he was only here for one day in the prior year.  The water for this artificial oasis is pumped from wells that tap into fossil groundwater. To see more, follow @geosteinmetz",262153,2008,"['ecosystem', 'aerial photography', 'ecoregion', 'plain', 'water resources', 'land lot', 'landscape', 'escarpment', ""bird's eye view"", 'wadi']",0.07960349485052064,Low
317,Photo by @TimLaman ," Flowers drift down a river in Gunung Palung National Park, Indonesia.  I just made a short visit to the forest at #GunungPalung, and my timing was perfect to witness the synchronized flowering event in the forest canopy, the first stage of whatÂÃÂªs known as ÂÃÃmast fruitingÂÃÂ. After pollination by small insects called thrips, the flowers fall en masse, creating this beautiful phenomenon that only happens for a couple days once every four or five years. These are flowers from the canopy giant Shorea johorensis.  Follow me @TimLaman to see more rain forest images from Borneo.  #GunungPalungNationalPark, #Kalimantan, #flowers, #rainforest, #mist, #Borneo, #IndonesiaBiodiversity",367305,756,"['vegetation', 'nature', 'water', 'nature reserve', 'ecosystem', 'reflection', 'swamp', 'wetland', 'riparian forest', 'flora']",0.09973376417708137,High
318,Photo by @pedromcbride ," A young boy watches his family's greatest asset, a herd of goats, to water and grazing grounds in northern Kenya. As drought plagues the landscape, livestock and wildlife compete for grass and water often inside national parks, creating tension for the survival of everyone. To see more, follow @pedromcbride. #kenya #africa #aerial #gratitude #drought",300137,567,"['ecosystem', 'soil', 'vegetation', 'shrubland', 'wilderness', 'savanna', 'landscape', 'rock', 'ecoregion', 'tree']",0.08120467247772115,Low
319,"Photo by @coryrichards // Captured #withGalaxy S9+ produced with @samsungmobileusa using Pro Mode ISO 50 at 1/250th //Ã¥ÃItÂÃÂªs easy to get caught up in the majesty of the big pieces of an eco-system. But the megafauna, the massive geological features, the immense features of landscapes that coalesce to form an image of place are only part of story. Every landscape is made up of trillions of tiny pieces stacked on top of one another, all relying on the last to function in balance. Upset too many pieces, the load those tiny changes place on the connective tissue around them is ultimately reflected in the larger whole and the system is irrevocably altered. Similarly, storytelling relies on nuance and subtlyÂÃ_the details and pieces that come together to tell the bigger picture. Iron and sulfur run red in Iceland.",,137248,298,"['close up', 'wood', 'rock', 'trunk', 'geology', 'organism', 'formation', 'macro photography', 'tree']",0.03735569758216118,Low
320,Photo by @edkashi ," Guards along the border with Iran in Fuzuli, Azerbaijan on Oct. 19, 2017. @natgeo #travel #onassignment #abroad #azerbaijan #iran #border #onduty #edkashi #natgeo",193178,814,"['horse', 'rein', 'horse tack', 'pack animal', 'horse harness', 'horse like mammal', 'bridle', 'trail riding', 'equestrianism', 'jockey']",0.05484136484210365,Low
321,Photo by @michaelmelford ," 50 years ago Congress enacted the Wild and Scenic River Act to protect designated rivers and their unique characteristics so that they could be preserved in their free-flowing condition for the enjoyment of present and future generations. Eight rivers were included in the original act and of August 2018, the National System protects over 12,700 miles of 209 rivers in 40 states and Puerto.On August 2nd 2018, 20 miles of East Rosebud Creek in Montana were designated as a Wild and Scenic, the first Wild and Scenic designation in Montana in over 40 years. #rivers #wilderness #nature #conservation #beauty",318999,769,"['reflection', 'sky', 'nature', 'cloud', 'water', 'loch', 'horizon', 'lake', 'calm', 'reservoir']",0.08726207253427568,Low
322,Photo by @williamalbertallard ," Peru, 1981. My assignment to photograph Peru as a country story for @natgeo magazine had an incredible impact on my life both professionally and personally. I was coming out of a period where Id concentrated on the American West; about a 13 year love affair with the West. I realized I had to go to a different well if my work was going to grow; I had to find a different palette, a different culture. I heard through the grapevine that the magazine was going to do a story about Peru and I somehow felt an absolute need to get the assignment to do the photography. Here, in this image, done within just a few days of my arrival in Peru, I was in a small Andean village where six people had been killed by an earthquake. The Peruvian government had sent a helicopter with a medical team and a priest to the village and these young girls are peering, open mouthed, and awestruck. They had never seen a doctor before. While working in Peru I met and fell in love with a woman who several years later would become my wife. She was walking through the Plaza des Armas in Ayacucho during Easter week in 1981. I followed her around the Plaza for a while before building the courage to ask if she spoke English which she firmly answered, """"No"""". And that was that until another day not much later when I was able to engage her in an invitation to join my group to attend a cultural event one night, and with that evening the beginning of our romance took flame. And it still burns 37 years and counting.#followme @williamalbertallard for more images of Peru and other assignments spanning a five-decade career.#peru #andes #onassingment #filmphotography",158282,566,"['tradition', 'temple', 'human', 'ritual', 'religion', 'middle ages']",0.04435573176216118,Low
323,Photo by @newshatavakolian , Words by @gulnazkhan_ ,166544,331,"['rock', 'wilderness', 'ridge', 'badlands', 'geology', 'makhtesh', 'mountain', 'geological phenomenon', 'sky', 'terrain']",0.045153840149340076,Low
324,Photo by @pedromcbride ," Wise Women: In the arid reaches of northern Kenya, Samburu women in the Namunyak Community Wildlife Conservancy have learned that working to protect wildlife provides security,  jobs and empowers women as many of the ÂÃÃelephant mothersÂÃÂ @r.e.s.c.u.e are women - led by the founder. To see more follow @pedromcbride @nrt_kenya #kenya #africa #samburu #conservation #color #sonyalpha",187648,633,"['yellow', 'tribe', 'tradition', 'ritual']",0.05236704643522869,Low
325,Photo by @mmuheisen (Muhammed Muheisen) ," A view of Amman, the capital of Jordan which I photographed last Tuesday the 25th of September 2018. Amman is considered to be among the most liberal and modernized Arab cities and a major tourist destination in the region, particularly among Arab and European tourists. For more photos and videos from different parts of the world, follow me @mmuheisen #muhammedmuheisen",239253,581,"['metropolitan area', 'city', 'cityscape', 'urban area', 'night', 'skyline', 'sky', 'metropolis', 'landmark', 'tower block']",0.06547190229191067,Low
326,Photo by @simonnorfolkstudio ," In 2001 I embarked on a major project investigating the relationship between war and landscape. My journey began in Afghanistan. Within this image the balloon seller stands in front of a former teahouse in a Kabul park next to the 'Afghan Exhibition of Economic and Social Achievements'. Balloons were illegal under the Taliban, but now itinerant balloon-sellers are common on the streets of Kabul, providing inexpensive treats for children. Shot at dusk, the balloons shine in the colourless, ruined landscape giving a surreal sense of displacement and hope.Follow me @simonnorfolkstudio for updates, outtakes, unpublished and archive material.@simonnorfolkstudio @natgeo #afghanistan #kabul #battlefield #war #taliban #chronotopia #displacement #decay #aftermath #hope #landscape #photojournalism #journalism #documentaryphotography #simonnorfolkstudio #simonnorfolk #streetphotography #onassignment #documentary #reportage #socialcommentary #lensculture #socialdocumentary #balloons",192669,392,"['sky', 'cloud', 'horizon', 'morning', 'sand', 'sunlight', 'meteorological phenomenon', 'landscape', 'wood', 'sunrise']",0.052288977774553616,Low
327,Photo by Michael Yamashita @yamashitaphoto ," A Mudra is a symbolic or spiritual gesture most often preformed with the hands and fingers. Often depicted in buddhist art, different gestures have different meanings. This copper statue of Buddha, still being crafted at the Palcho Monastery, holds the Dharmachakra mudra, also known as the Gesture of Teaching of the Wheel of Dharma. This gesture depicts one of the most important moments in the Buddha's life, as he performed the Dharmachakra mudra in his first sermon after he attained enlightenment in Sarnath.  #mudra #dharmachakra #PalchoMonastery #Tibettravel",288572,1919,"['statue', 'sculpture', 'art', 'mythology', 'temple', 'artwork', 'carving', 'monument']",0.0859547352860561,Low
328,Photo by @katieorlinsky ," Fall has arrived, and I am already nostalgic for the wild plants and flowers of lush Arctic summers. This image taken in July on assignment for @natgeo in the small city of Chersky, Siberia, where foxtail, fireweed and cotton flowers grow anywhere and everywhere. The town is built entirely on permafrost, with pipes, walkways and buildings all raised above ground in order to function and as a countermeasure to flooding caused by permafrost thaw.",180549,448,"['plant', 'urban area', 'sky', 'reflection', 'leaf', 'residential area', 'grass', 'tree', 'evening', 'house']",0.04946228027025689,Low
329,"Photo by Cory Richards @coryrichards // #sponsored by @lego // Climbing mountains is a puzzleÂÃ_itÂÃÂªs stacking piece upon piece, each one offering a sliver of vertical real estate. While itÂÃÂªs often seen as ÂÃÃ·extremeÂÃÂª or ÂÃÃ·crazyÂÃÂª, itÂÃÂªs actually an incredibly thoughtful process requiring unique attention to detail and a meticulous nature. The alternative to getting everything right is at best, failure. Every piece of the puzzle manifests as a decision that is informed by the terrain below you and will dictate how the mountain above unfolds. @mikelibecki inches upward during a first ascent in Queen Maud Land, Antarctica, laying down another piece of the puzzle. // To help develop the explorers of tomorrow, LEGO City Arctic (@lego) is working with Nat Geo explorer Mike Libecki to inspire kidsÂÃÂª creativity and problem-solving. Join the LEGO Arctic Expedition!",,189681,437,"['sky', 'mountain', 'cloud', 'arctic', 'terrain', 'glacial landform', 'extreme sport', 'ice', 'adventure', 'snow']",0.05177099809768456,Low
330,Photo by @argonautphoto (Aaron Huey) , Day 3 in the #GrandCanyon:  Archie Kalepa (@peahi20ft) is a Hawaiian big wave LEGEND.  I travelled with him as he rode a stand up paddle board (#SUP) down the entire Grand Canyon. That does mean a LOT of swimming in these rapids.  This is him rolling into a 5/6 rated rapid about 25 miles into the Canyon!  Check out slide #4 of him surfing a huge sandstone wave!!! For more images from this trip follow @argonautphoto.,376684,1621,"['water', 'wave', 'river', 'boardsport', 'rapid', 'surfing', 'wind wave', 'surface water sports', 'water sport', 'water feature']",0.10713052993748587,High
331,Photo by @renan_ozturk ," The wise ones. Village elder in Sadi Nepal during #thelasthoneyhunter project.  The Kulung Rai culture is shamanistic and has a totally different way of looking at the world we live in.  They know nothing of modern science and ecology but have a deep understanding and respect for the balance of life through a belief in forest spirits that exist on the steepness of these sub-Himalayan jungle slopes.  Some of the ceremonies we took place in, meant to appease the spirits, also had the spirits controlling our cameras and electronics.  Our barometers on our watches went haywire and our cameras spookily stopped working. Forces at play beyond our understanding for sure. #nepal #nepaliloveyou",403451,1842,"['purple', 'eye', 'headgear', 'wrinkle', 'human', 'temple', 'tribe', 'elder', 'senior citizen']",0.11535001720780944,High
332,Photo by @drewtrush ," Owachomo Bridge is thought to be the oldest of the bridges in Natural Bridges National Monument.  Spanning 180 feet and at over 100 feet off the ground it makes for a truly inspiring sight especially if you're lucky enough to catch it at night with the Milky Way.  Natural Bridges National Monument was featured in an article in National Geographic in 1904, and was established as a National Monument in 1908 by President Theodore Roosevelt.  Check out @drewtrush for more from this part of the world.  #commonground #publiclands",476702,1345,"['nature', 'sky', 'atmosphere', 'night', 'geological phenomenon', 'earth', 'rock', 'darkness', 'star', 'outer space']",0.1315247742761238,High
333,"Photo by @ronan_donovan // Captured #withgalaxy S9+ produced with @samsungmobileusa using Pro Mode ISO 50 f/1.5 at 1/180th // A storm is brewing in the distance over a field of sunflowers in South Windsor Maine. There can be upwards of 1,000 seeds produced by a single sunflower. How many do you think are in this photo?",,727425,4894,"['flower', 'sunflower', 'yellow', 'field', 'plant', 'flowering plant', 'sunflower seed', 'wildflower', 'daisy family', 'sky']",0.21699731749796095,High
